"","Width","Length","Southwest","fit"
"606",29,12.5,0,0.238952859670752
"607",29.3,12.5,0,0.251691967104739
"608",29.6,12.5,0,0.264680983434607
"609",29.9,12.5,0,0.277895045496366
"610",30.2,12.5,0,0.291308535259274
"611",30.5,12.5,0,0.30489529867948
"612",30.8,12.5,0,0.318628871406179
"613",31.1,12.5,0,0.332482693457358
"614",31.4,12.5,0,0.346430307331294
"615",31.7,12.5,0,0.360445544633949
"616",32,12.5,0,0.374502699604226
"617",32.3,12.5,0,0.388576678131254
"618",32.6,12.5,0,0.402643106962956
"619",32.9,12.5,0,0.416678452231626
"620",33.2,12.5,0,0.430660152307425
"621",33.5,12.5,0,0.444566736123575
"622",33.8,12.5,0,0.458377894655606
"623",34.1,12.5,0,0.472074484735652
"624",34.4,12.5,0,0.485638592761713
"625",34.7,12.5,0,0.499053601529618
"626",35,12.5,0,0.512304205841163
"627",35.3,12.5,0,0.525376414671067
"628",35.6,12.5,0,0.538257541860621
"629",35.9,12.5,0,0.550936186680793
"630",36.2,12.5,0,0.563402205586056
"631",36.5,12.5,0,0.575646676428055
"632",36.8,12.5,0,0.587661856326444
"633",37.1,12.5,0,0.599441134312698
"634",37.4,12.5,0,0.610978967048885
"635",37.7,12.5,0,0.622270689279898
"636",38,12.5,0,0.633312511191219
"637",38.3,12.5,0,0.644101555158891
"638",38.6,12.5,0,0.654635798915247
"639",38.9,12.5,0,0.664914016811928
"640",39.2,12.5,0,0.674935721365133
"641",39.5,12.5,0,0.68470110560607
"642",39.8,12.5,0,0.694210986691319
"643",8,13,0,0.000865121141123911
"644",8.3,13,0,0.000936159579186684
"645",8.6,13,0,0.00101346302985093
"646",8.9,13,0,0.0010976181909691
"647",9.2,13,0,0.00118926956473171
"648",9.5,13,0,0.00128912510007614
"649",9.8,13,0,0.00139796229938738
"650",10.1,13,0,0.00151663504739309
"651",10.4,13,0,0.00164608108017939
"652",10.7,13,0,0.00178733020489024
"653",11,13,0,0.00194151326885961
"654",11.3,13,0,0.00210987200984526
"655",11.6,13,0,0.00229376978151127
"656",11.9,13,0,0.00249470325736095
"657",12.2,13,0,0.00271431518085408
"658",12.5,13,0,0.00295440827469605
"659",12.8,13,0,0.00321696022661965
"660",13.1,13,0,0.00350413998689855
"661",13.4,13,0,0.00381832544647592
"662",13.7,13,0,0.00416212253839376
"663",14,13,0,0.00453838583070682
"664",14.3,13,0,0.00495024059150171
"665",14.6,13,0,0.00540110630916444
"666",14.9,13,0,0.00589472207880793
"667",15.2,13,0,0.00643517318211146
"668",15.5,13,0,0.00702691937506374
"669",15.8,13,0,0.00767482477137842
"670",16.1,13,0,0.00838418818305083
"671",16.4,13,0,0.00916077459195992
"672",16.7,13,0,0.0100108481414095
"673",17,13,0,0.0109412056632492
"674",17.3,13,0,0.0119592101199652
"675",17.6,13,0,0.0130728232049664
"676",17.9,13,0,0.0142906352149973
"677",18.2,13,0,0.0156218949649303
"678",18.5,13,0,0.0170765350572476
"679",18.8,13,0,0.0186651922557205
"680",19.1,13,0,0.0203992206886139
"681",19.4,13,0,0.0222906994032467
"682",19.7,13,0,0.0243524283009328
"683",20,13,0,0.0265979125668187
"684",20.3,13,0,0.029041330437328
"685",20.6,13,0,0.0316974862306541
"686",20.9,13,0,0.0345817520760026
